1788 481 321
317 218 -1 1
318 218 -1 1
319 218 -1 1
320 218 -1 1
321 218 -1 1
322 218 -1 1
323 218 -1 1
316 219 -1 1
317 219 -1 1
318 219 -1 1
319 219 -1 1
320 219 -1 1
321 219 -1 1
322 219 -1 1
323 219 -1 1
316 220 -1 1
317 220 -1 1
318 220 -1 1
319 220 -1 1
320 220 -1 1
321 220 -1 1
322 220 -1 1
316 221 -1 1
317 221 -1 1
318 221 -1 1
319 221 -1 1
320 221 -1 1
321 221 -1 1
322 221 -1 1
316 222 -1 1
317 222 -1 1
318 222 -1 1
319 222 -1 1
320 222 -1 1
321 222 -1 1
322 222 -1 1
316 223 -1 1
317 223 -1 1
318 223 -1 1
319 223 -1 1
320 223 -1 1
321 223 -1 1
322 223 -1 1
316 224 -1 1
317 224 -1 1
318 224 -1 1
319 224 -1 1
320 224 -1 1
321 224 -1 1
322 224 -1 1
316 225 -1 1
317 225 -1 1
318 225 -1 1
319 225 -1 1
320 225 -1 1
321 225 -1 1
322 225 -1 1
316 226 -1 1
317 226 -1 1
318 226 -1 1
319 226 -1 1
320 226 -1 1
321 226 -1 1
322 226 -1 1
316 227 -1 1
317 227 -1 1
318 227 -1 1
319 227 -1 1
320 227 -1 1
321 227 -1 1
322 227 -1 1
315 228 -1 1
316 228 -1 1
317 228 -1 1
318 228 -1 1
319 228 -1 1
320 228 -1 1
321 228 -1 1
315 229 -1 1
316 229 -1 1
317 229 -1 1
318 229 -1 1
319 229 -1 1
320 229 -1 1
321 229 -1 1
315 230 -1 1
316 230 -1 1
317 230 -1 1
318 230 -1 1
319 230 -1 1
320 230 -1 1
321 230 -1 1
315 231 -1 1
316 231 -1 1
317 231 -1 1
318 231 -1 1
319 231 -1 1
320 231 -1 1
321 231 -1 1
315 232 -1 1
316 232 -1 1
317 232 -1 1
318 232 -1 1
319 232 -1 1
320 232 -1 1
321 232 -1 1
315 233 -1 1
316 233 -1 1
317 233 -1 1
318 233 -1 1
319 233 -1 1
320 233 -1 1
321 233 -1 1
315 234 -1 1
316 234 -1 1
317 234 -1 1
318 234 -1 1
319 234 -1 1
320 234 -1 1
321 234 -1 1
315 235 -1 1
316 235 -1 1
317 235 -1 1
318 235 -1 1
319 235 -1 1
320 235 -1 1
321 235 -1 1
314 236 -1 1
315 236 -1 1
316 236 -1 1
317 236 -1 1
318 236 -1 1
319 236 -1 1
320 236 -1 1
321 236 -1 1
314 237 -1 1
315 237 -1 1
316 237 -1 1
317 237 -1 1
318 237 -1 1
319 237 -1 1
320 237 -1 1
314 238 -1 1
315 238 -1 1
316 238 -1 1
317 238 -1 1
318 238 -1 1
319 238 -1 1
320 238 -1 1
314 239 -1 1
315 239 -1 1
316 239 -1 1
317 239 -1 1
318 239 -1 1
319 239 -1 1
320 239 -1 1
314 240 -1 1
315 240 -1 1
316 240 -1 1
317 240 -1 1
318 240 -1 1
319 240 -1 1
320 240 -1 1
314 241 -1 1
315 241 -1 1
316 241 -1 1
317 241 -1 1
318 241 -1 1
319 241 -1 1
320 241 -1 1
314 242 -1 1
315 242 -1 1
316 242 -1 1
317 242 -1 1
318 242 -1 1
319 242 -1 1
320 242 -1 1
314 243 -1 1
315 243 -1 1
316 243 -1 1
317 243 -1 1
318 243 -1 1
319 243 -1 1
320 243 -1 1
314 244 -1 1
315 244 -1 1
316 244 -1 1
317 244 -1 1
318 244 -1 1
319 244 -1 1
320 244 -1 1
314 245 -1 1
315 245 -1 1
316 245 -1 1
317 245 -1 1
318 245 -1 1
319 245 -1 1
320 245 -1 1
314 246 -1 1
315 246 -1 1
316 246 -1 1
317 246 -1 1
318 246 -1 1
319 246 -1 1
320 246 -1 1
314 247 -1 1
315 247 -1 1
316 247 -1 1
317 247 -1 1
318 247 -1 1
319 247 -1 1
320 247 -1 1
314 248 -1 1
315 248 -1 1
316 248 -1 1
317 248 -1 1
318 248 -1 1
319 248 -1 1
320 248 -1 1
321 248 -1 1
315 249 -1 1
316 249 -1 1
317 249 -1 1
318 249 -1 1
319 249 -1 1
320 249 -1 1
315 250 -1 1
316 250 -1 1
317 250 -1 1
318 250 -1 1
319 250 -1 1
320 250 -1 1
317 251 -1 1
318 251 -1 1
